mls_id,status,property_type,list_price,address,city,state,zip_code,district,bedrooms,bathrooms,living_area,piccount
351232,CXL,SF,375000.0,260 PAKALANA PL,KIHEI,HI,96753,Kihei,3,2.0,1852,28
325957,CXL,SF,375000.0,155 E Auhana ST,KIHEI,HI,96753,Kihei,2,2.0,1070,2
326484,SLD,SF,375000.0,283 Kenolio RD,KIHEI,HI,96753,Kihei,2,1.0,960,18
344358,CXL,SF,375000.0,304 KAIOLOHIA ST,KIHEI,HI,96753,Kihei,4,3.0,1708,13
302452,WDN,SF,375000.0,1667  S Kihei RD,KIHEI,HI,96753,Kihei,3,2.0,920,0
353834,SLD,SF,375000.0,44 HONUEA PL,KIHEI,HI,96753,Kihei,3,2.5,1296,12
348888,EXP,SF,377500.0,124 Mehani CIR,KIHEI,HI,96753,Kihei,4,3.0,1601,6
328594,CXL,SF,378000.0,74 KUPALAIKI Loop,KIHEI,HI,96753,Kihei,3,1.0,1152,5
351714,SLD,SF,379000.0,23 Hooiki PL,KIHEI,HI,96753,Kihei,3,2.0,1426,30
352024,SLD,SF,379000.0,351 KAIOLOHIA ST,KIHEI,HI,96753,Kihei,3,2.0,1066,25
345920,SLD,SF,379000.0,137 LANAKILA PL,KIHEI,HI,96753,Kihei,3,2.0,2184,21
350598,SLD,SF,379000.0,134 Luakaha CIR,KIHEI,HI,96753,Kihei,3,2.0,1458,17
348572,SLD,SF,379300.0,92 LULUKA PL,KIHEI,HI,96753,Kihei,4,3.0,1440,22
356644,SLD,SF,379900.0,108 Honuhula PL,KIHEI,HI,96753,Kihei,2,1.0,500,15
